"Longitud" "Latitud" "Minimo"
-70.82110 -31.53310 0.00000
-70.96440 -31.56080 0.00000
-70.98170 -31.56690 0.00000
-71.44530 -31.58750 0.00000
-71.19080 -31.64500 0.00000
-71.25470 -31.66470 0.00000
-70.71580 -31.69580 0.00000
-70.83170 -31.72890 0.00000
-71.16190 -31.74500 0.00000
-70.96690 -31.77580 0.00000
-70.93030 -31.81170 0.00000
-70.60000 -31.81670 0.00000
-70.67060 -31.90000 0.00000
-70.77080 -31.90190 0.00000
-71.50860 -31.91030 0.00000
-71.13610 -31.93220 0.00000
-70.61330 -31.93360 0.00000
-71.07470 -31.94810 0.00000
-70.59440 -31.96670 0.00000
-71.22250 -32.06750 0.00000
-70.80000 -32.08360 0.00000
-71.31250 -32.10860 0.00000
-71.50000 -32.11750 0.00000
-71.16280 -32.14440 0.00000
-71.03000 -32.15670 0.00000
-70.78330 -32.18360 0.00000
-70.71190 -32.22530 0.00000
-70.78390 -32.22610 0.00000
-70.71000 -32.22860 0.00000
-71.13860 -32.25280 0.00000
-70.99970 -32.27560 0.00000
-70.98890 -32.27860 0.00000
-71.07920 -32.30580 0.00000
-71.24250 -32.30750 0.00000
-70.73810 -32.33000 0.00000
-70.75280 -32.34080 0.00000
-71.09310 -32.39140 0.00000
-71.37500 -32.39190 0.00000
-70.68080 -32.41860 0.00000
-70.91670 -32.42610 0.00000
-71.06060 -32.42670 0.00000
-71.20670 -32.43720 0.00000
-70.93190 -32.48560 0.00000
-70.57890 -32.49890 0.00000
-70.58110 -32.50170 0.00000
-71.12940 -32.53330 0.00000
-70.70000 -32.56690 0.00000
-70.86940 -32.58640 0.00000
-71.43220 -32.59190 0.00000
-71.19640 -32.65310 0.00000
-70.60000 -32.68360 0.00000
-70.93420 -32.73440 0.00000
-70.72470 -32.74720 0.00000
-70.73670 -32.75720 0.00000
-71.41610 -32.79360 0.00000
-71.26530 -32.81190 0.00000
-70.60000 -32.83360 0.00000
-70.35330 -32.83470 0.00000
-71.02560 -32.84030 0.00000
-70.50940 -32.85030 0.00000
-71.11670 -32.85060 0.00000
-70.47190 -32.86030 0.00000
-70.16750 -32.86250 0.00000
-71.20920 -32.89580 0.00000
-70.30360 -32.90670 0.00000
-70.54030 -32.91640 0.00000
-70.35530 -32.92280 0.00000
-70.81780 -32.93190 0.00000
-70.80640 -32.94720 0.00000
-70.75360 -32.94750 0.00000
-71.34500 -32.95780 0.00000
-71.54670 -33.00190 0.00000
-70.99330 -33.00530 0.00000
-70.90810 -33.01940 0.00000
-71.58330 -33.05030 0.00000
-71.10000 -33.05060 0.00000
-70.76860 -33.07580 0.00000
-71.61690 -33.08190 0.00000
-70.80170 -33.08560 0.00000
-71.21440 -33.09860 0.00000
-71.55530 -33.14500 0.00000
-71.34280 -33.15420 0.00000
-71.14670 -33.16860 0.00000
-70.11220 -33.18690 0.00000
-70.27360 -33.22140 0.00000
-71.29140 -33.28970 0.00000
-70.35720 -33.30860 0.00000
-70.45610 -33.32560 0.00000
-71.41310 -33.32780 0.00000
-70.36360 -33.34140 0.00000
-70.36360 -33.34140 0.00000
-70.45080 -33.37030 0.00000
-70.39610 -33.37330 0.00000
-70.53670 -33.39500 0.00000
-70.51420 -33.43310 0.00000
-71.02560 -33.43860 0.00000
-71.62390 -33.43890 0.00000
-71.45060 -33.43940 0.00000
-70.64440 -33.44860 0.00000
-71.28110 -33.47970 0.00000
-70.13670 -33.48780 0.00000
-70.13420 -33.49000 0.00000
-70.81670 -33.49610 0.00000
-70.51640 -33.49640 0.00000
-70.51440 -33.50170 0.00000
-70.26170 -33.53110 0.00000
-70.81670 -33.55030 0.00000
-71.10610 -33.56970 0.00000
-71.62500 -33.57470 0.00000
-70.48530 -33.59140 0.00000
-70.37920 -33.59390 0.00000
-71.51060 -33.63440 0.00000
-70.35310 -33.63610 0.00000
-71.33720 -33.66140 0.00000
-70.58690 -33.67360 0.00000
-70.08860 -33.67670 0.00000
-71.19970 -33.68030 0.00000
-70.92360 -33.69580 0.00000
-71.55500 -33.72190 0.00000
-70.30080 -33.73470 0.00000
-71.15140 -33.75970 0.00000
-70.23940 -33.78250 0.00000
-70.87830 -33.80440 0.00000
-70.07000 -33.80530 0.00000
-70.20890 -33.80560 0.00000
-70.88360 -33.81110 0.00000
-71.66310 -33.86220 0.00000
-70.87750 -33.88580 0.00000
-71.24080 -33.89080 0.00000
-71.73360 -33.94580 0.00000
-71.09440 -34.03500 0.00000
-71.18860 -34.08330 0.00000
-71.72580 -34.12060 0.00000
-70.84360 -34.18420 0.00000
-70.75080 -34.19080 0.00000
-71.27640 -34.20330 0.00000
-70.55060 -34.24030 0.00000
-70.32810 -34.24670 0.00000
-71.37170 -34.27310 0.00000
-71.40580 -34.28720 0.00000
-71.08000 -34.28750 0.00000
-70.37640 -34.34640 0.00000
-70.30560 -34.36280 0.00000
-72.00440 -34.38440 0.00000
-70.21000 -34.40780 0.00000
-70.86670 -34.42170 0.00000
-70.77940 -34.43690 0.00000
-70.70280 -34.49220 0.00000
-71.21220 -34.52640 0.00000
-70.50970 -34.56060 0.00000
-71.76530 -34.57420 0.00000
-70.96860 -34.59830 0.00000
-70.87390 -34.68670 0.00000
-70.82670 -34.71860 0.00000
-70.35920 -34.71970 0.00000
-70.75190 -34.74280 0.00000
-72.06500 -34.76750 0.00000
-71.13310 -34.76940 0.00000
-71.41420 -34.78080 0.00000
-71.62890 -34.80560 0.00000
-71.74860 -34.86610 0.00000
-71.03530 -34.91140 0.00000
-71.58560 -34.95140 0.00000
-70.91780 -34.96330 0.00000
-71.23610 -34.98110 0.00000
-72.01000 -34.98440 0.00000
-70.82060 -34.99610 0.00000
-70.81190 -35.00080 0.00000
-71.29060 -35.04220 0.00000
-71.61390 -35.09690 0.00000
-70.97470 -35.12420 0.00000
-71.09780 -35.18330 0.00000
-72.28330 -35.21830 0.00000
-71.98000 -35.24390 0.00000
-71.32390 -35.25780 0.00000
-71.01560 -35.27440 0.00000
-71.52330 -35.30640 0.00000
-71.09830 -35.31310 0.00000
-72.40890 -35.32420 0.00000
-71.83250 -35.37250 0.00000
-72.20830 -35.40690 0.00000
-71.04310 -35.41890 0.00000
-71.61970 -35.43580 0.00000
-71.73330 -35.45250 0.00000
-71.29310 -35.48640 0.00000
-71.31830 -35.49250 0.00000
-72.09140 -35.53890 0.00000
-71.08690 -35.59310 0.00000
-71.65720 -35.59500 0.00000
-71.76780 -35.61690 0.00000
-71.40220 -35.62420 0.00000
-71.26060 -35.63810 0.00000
-71.94610 -35.66140 0.00000
-71.06830 -35.69890 0.00000
-71.07720 -35.70110 0.00000
-71.11390 -35.70610 0.00000
-70.77780 -35.73810 0.00000
-72.18690 -35.78250 0.00000
-71.76640 -35.78560 0.00000
-70.76060 -35.81970 0.00000
-71.59530 -35.83810 0.00000
-71.11720 -35.86720 0.00000
-71.01920 -35.88420 0.00000
-72.37360 -35.89670 0.00000
-71.29810 -35.90860 0.00000
-71.29580 -35.91060 0.00000
-71.68420 -35.94780 0.00000
-71.91220 -35.98440 0.00000
-72.08920 -36.05720 0.00000
-71.39080 -36.07580 0.00000
-71.61560 -36.11280 0.00000
-72.42140 -36.11280 0.00000
-71.82830 -36.18780 0.00000
-71.45690 -36.23030 0.00000
-72.34280 -36.23530 0.00000
-71.54810 -36.25580 0.00000
-71.41420 -36.28500 0.00000
-71.40830 -36.29720 0.00000
-72.04000 -36.31830 0.00000
-71.64940 -36.35810 0.00000
-71.62330 -36.37580 0.00000
-72.39440 -36.42140 0.00000
-72.69110 -36.46690 0.00000
-72.68830 -36.47500 0.00000
-72.42830 -36.52750 0.00000
-72.93110 -36.54560 0.00000
-71.52470 -36.58360 0.00000
-71.52560 -36.58560 0.00000
-72.10030 -36.59670 0.00000
-72.12670 -36.63190 0.00000
-72.84890 -36.63640 0.00000
-72.95030 -36.63940 0.00000
-71.79890 -36.64080 0.00000
-71.39500 -36.65110 0.00000
-72.45610 -36.65440 0.00000
-71.29890 -36.67310 0.00000
-72.57940 -36.70780 0.00000
-72.42390 -36.76220 0.00000
-72.89220 -36.79250 0.00000
-71.66080 -36.80000 0.00000
-72.93920 -36.81310 0.00000
-71.89440 -36.81890 0.00000
-73.01640 -36.82030 0.00000
-73.10000 -36.83330 0.00000
-73.06190 -36.83860 0.00000
-71.64250 -36.86860 0.00000
-71.47920 -36.91080 0.00000
-71.58140 -36.91750 0.00000
-71.57560 -36.92440 0.00000
-72.10080 -36.97640 0.00000
-72.94140 -36.98250 0.00000
-71.76500 -37.11140 0.00000
-72.06690 -37.15280 0.00000
-72.32420 -37.21190 0.00000
-73.24310 -37.25530 0.00000
-72.71640 -37.27720 0.00000
-71.82280 -37.28060 0.00000
-71.98360 -37.28360 0.00000
-71.95190 -37.29360 0.00000
-72.36610 -37.38060 0.00000
-72.32720 -37.45610 0.00000
-73.33690 -37.48330 0.00000
-73.33170 -37.48500 0.00000
-73.34420 -37.48780 0.00000
-72.40830 -37.50220 0.00000
-71.76560 -37.50810 0.00000
-72.31190 -37.54220 0.00000
-72.59030 -37.55030 0.00000
-72.27690 -37.59530 0.00000
-72.27830 -37.60190 0.00000
-71.71360 -37.65110 0.00000
-72.00580 -37.68500 0.00000
-71.76830 -37.70470 0.00000
-71.82360 -37.70920 0.00000
-71.90170 -37.71060 0.00000
-72.24360 -37.71470 0.00000
-72.63720 -37.77940 0.00000
-71.86640 -37.77970 0.00000
-71.69890 -37.79640 0.00000
-73.39140 -37.79830 0.00000
-73.39220 -37.81310 0.00000
-72.96060 -37.82330 0.00000
-72.21970 -37.83060 0.00000
-72.39420 -37.86360 0.00000
-71.98670 -37.88000 0.00000
-71.59610 -37.91830 0.00000
-72.43610 -37.96470 0.00000
-73.23000 -38.01860 0.00000
-73.00670 -38.02140 0.00000
-73.01670 -38.03330 0.00000
-72.46110 -38.04420 0.00000
-71.43440 -38.05830 0.00000
-72.11360 -38.10530 0.00000
-72.90390 -38.16360 0.00000
-71.29890 -38.20080 0.00000
-71.81060 -38.21560 0.00000
-72.22890 -38.24610 0.00000
-72.65360 -38.25610 0.00000
-73.49220 -38.34330 0.00000
-72.77720 -38.41330 0.00000
-72.37750 -38.42110 0.00000
-72.01060 -38.42500 0.00000
-72.01060 -38.43030 0.30000
-71.89610 -38.44750 0.00000
-71.37420 -38.45360 0.00000
-72.38670 -38.46420 0.00000
-71.57530 -38.47030 0.00000
-73.24080 -38.49420 0.00000
-72.45220 -38.51860 0.00000
-72.84780 -38.60810 0.10000
-71.09190 -38.65170 0.00000
-72.23390 -38.66720 0.00000
-72.00000 -38.68390 0.00000
-72.50280 -38.68670 0.00000
-72.55580 -38.71280 0.00000
-73.14750 -38.71280 0.00000
-72.59000 -38.74250 0.20000
-72.94690 -38.78000 0.00000
-73.39360 -38.78860 0.00000
-71.65360 -38.84440 0.00000
-71.55000 -38.85060 0.00000
-72.01250 -38.92690 0.00000
-72.20060 -38.95860 0.00000
-72.60830 -38.95920 0.00000
-72.23330 -38.98330 1.00000
-72.06670 -39.00060 10.00000
-73.08280 -39.01440 1.40000
-73.07810 -39.02780 1.30000
-72.08330 -39.03330 16.00000
-72.38330 -39.10000 0.00000
-72.65030 -39.15060 0.00000
-71.72310 -39.16670 0.00000
-71.80890 -39.20000 0.00000
-73.20030 -39.20060 0.00000
-72.29170 -39.21500 0.00000
-71.95030 -39.27530 0.00000
-71.80830 -39.33140 0.00000
-71.57440 -39.35810 0.00000
-72.64170 -39.37000 0.00000
-72.16530 -39.46810 0.00000
-72.69080 -39.47810 0.20000
-72.23390 -39.48750 0.00000
-71.54780 -39.51920 0.00000
-72.15190 -39.54690 0.00000
-72.89890 -39.55220 0.00000
-72.00530 -39.57440 0.00000
-72.74220 -39.70780 0.00000
-71.85060 -39.72720 0.00000
-72.45810 -39.77310 1.10000
-72.90250 -39.80440 1.10000
-73.25170 -39.81030 0.00000
-73.17860 -39.85610 0.40000
-71.88890 -39.87190 1.50000
-71.88970 -39.87470 0.90000
-71.72190 -40.02250 0.00000
-72.61690 -40.06720 3.00000
-72.25280 -40.15920 6.20000
-73.16890 -40.16580 3.80000
-73.43110 -40.19330 3.50000
-72.14920 -40.21720 0.40000
-72.26670 -40.25000 0.20000
-73.08330 -40.26670 0.20000
-73.43330 -40.31420 6.30000
-72.46920 -40.31720 2.60000
-73.00220 -40.38420 0.10000
-73.10690 -40.58830 5.50000
-72.18440 -40.65530 1.10000
-73.22780 -40.71360 1.60000
-72.44000 -40.72310 7.40000
-72.68390 -40.77330 7.70000
-72.68890 -40.78890 0.00000
-73.21440 -40.79560 2.80000
-73.13720 -40.93670 5.10000
-72.63280 -41.07810 27.00000
-73.06110 -41.12670 4.50000
-73.41110 -41.15330 6.80000
-72.59580 -41.41720 34.00000
-71.93860 -41.42420 1.20000
-72.57640 -41.42970 23.00000
-72.93780 -41.46000 13.50000
-73.60000 -41.61530 11.50000
-72.16940 -41.63890 13.20000
-72.31170 -41.65110 29.80000
-73.81920 -41.86250 14.50000
-73.79640 -41.87920 9.50000
-72.43500 -41.93830 47.60000
-73.97420 -42.04640 15.50000
-73.47310 -42.14080 13.20000
-73.77420 -42.47940 4.30000
-74.10810 -42.61860 24.50000
-73.77280 -42.62280 5.70000
-73.61190 -43.10860 -1272.20000
-72.43080 -43.17500 26.80000
-71.93060 -43.21580 6.20000
-72.36580 -43.41280 24.40000
-72.10750 -43.44920 0.00000
-72.35360 -43.46830 23.10000
-71.78390 -43.61750 6.00000
-72.95470 -43.77170 7.70000
-72.40560 -43.97080 13.80000
-72.31610 -44.04830 54.40000
-71.84610 -44.23940 19.60000
-72.55970 -44.32280 35.00000
-71.30640 -44.49750 0.00000
-72.26610 -44.66530 32.10000
-72.68140 -44.72780 9.00000
-73.51640 -45.15530 0.60000
-72.14780 -45.17330 3.40000
-71.52920 -45.26690 0.00000
-71.70920 -45.27060 0.00000
-71.98220 -45.37190 0.00000
-72.48780 -45.40360 5.00000
-72.62310 -45.40580 31.20000
-72.81780 -45.46440 11.80000
-71.60440 -45.48030 0.60000
-72.05890 -45.55110 3.40000
-72.06810 -45.55170 -44508.00000
-72.02860 -45.57390 1.40000
-71.72110 -45.88530 1.10000
-72.15390 -46.12060 0.20000
-71.99080 -46.26920 1.00000
-72.66860 -46.46190 3.00000
-72.22670 -46.54250 3.00000
-71.70890 -46.54360 0.00000
-73.85750 -46.64330 2.00000
-72.69750 -46.84110 1.40000
-72.70080 -46.84280 0.50000
-72.80330 -46.84560 1.00000
-72.48440 -47.11640 0.00000
-73.08690 -47.13780 10.50000
-72.72580 -47.14140 1.80000
-73.25000 -47.19810 0.00000
-72.56440 -47.25170 1.60000
-73.11470 -47.33920 10.20000
-73.53580 -47.79970 50.70000
-73.08890 -48.15920 0.00000
-73.45970 -48.25360 0.00000
-72.59530 -48.51690 0.00000
-74.18310 -48.83470 0.00000
-72.73940 -48.87750 0.00000
-73.11720 -48.92720 0.00000
-74.41190 -49.11030 31.10000
-74.40690 -49.12280 27.40000
-73.11250 -50.82280 0.00000
-72.90470 -50.84140 4.80000
-72.33140 -50.89860 3.80000
-72.79250 -50.96030 5.10000
-72.71060 -51.01080 0.00000
-72.51690 -51.05080 0.80000
-72.99330 -51.07830 0.00000
-73.13000 -51.11140 16.60000
-73.28250 -51.11580 0.00000
-72.96690 -51.18420 0.00000
-73.15610 -51.25640 24.80000
-72.32720 -51.26000 4.10000
-72.82920 -51.31390 1.00000
-73.10920 -51.33280 0.00000
-73.10000 -51.41970 55.50000
-72.32970 -51.69750 0.60000
-72.47810 -51.73360 0.00000
-72.15920 -51.82330 7.20000
-71.94140 -52.03000 -189.00000
-70.73330 -52.03420 0.00000
-71.42470 -52.05110 1.80000
-72.43610 -52.09110 8.80000
-69.60780 -52.16440 2.80000
-71.68060 -52.20920 13.60000
-72.47830 -52.20940 8.70000
-71.40220 -52.44140 1.40000
-69.32690 -52.54720 5.20000
-71.96030 -52.54860 19.00000
-71.97470 -52.54920 10.90000
-70.07060 -52.56640 2.00000
-71.50190 -52.60420 1.80000
-71.96310 -52.65140 10.40000
-69.27720 -52.76810 6.30000
-69.29280 -52.77640 0.00000
-71.76420 -52.84250 0.00000
-69.93190 -52.86970 4.00000
-71.57060 -52.88190 3.20000
-71.87060 -52.99640 15.10000
-71.00250 -53.09190 11.50000
-70.87720 -53.12330 0.00000
-70.93580 -53.12500 9.60000
-70.98750 -53.13810 15.00000
-71.05610 -53.13970 26.70000
-70.98310 -53.14420 3.00000
-70.98310 -53.14440 9.00000
-71.08330 -53.18420 -8384.60000
-71.11780 -53.23250 15.40000
-70.37000 -53.29080 1.00000
-69.26750 -53.30560 0.00000
-68.66140 -53.32170 8.00000
-71.24970 -53.40250 18.00000
-69.65060 -53.63690 8.20000
-70.96670 -53.65000 0.00000
-70.95780 -53.65140 5.30000
-69.18920 -53.75940 0.00000
-69.99890 -53.85860 3.90000
-70.14080 -53.88530 7.50000
-68.88440 -53.89280 1.40000
-68.91830 -53.89670 1.90000
-70.07810 -53.99640 8.80000
-68.79970 -54.04970 11.00000
-68.95780 -54.05330 9.90000
-68.82420 -54.33780 20.20000
-68.82440 -54.50280 14.50000
-68.68250 -54.88170 18.20000
-68.32360 -54.92560 0.00000
-67.63920 -54.94690 0.00000
-67.67440 -54.97690 0.00000
-67.07580 -55.08220 0.00000
-70.33580 -18.35140 0.00000
-70.17860 -20.53970 0.00000
-70.44110 -23.45030 0.00000
-70.77420 -27.26390 0.00000
-71.20110 -29.91750 0.00000
-71.53420 -33.03670 0.00000
-70.68280 -33.44500 0.00000
-71.21670 -34.96640 0.00000
-72.04000 -36.58720 0.00000
-73.06220 -36.77920 0.00000
-72.63690 -38.77000 0.00000
-73.08080 -39.65060 0.00000
-73.06080 -40.60500 1.80000
-73.09780 -41.43500 9.60000
-72.66390 -45.39610 35.00000
-72.10860 -45.59390 4.40000
-71.69420 -45.91280 0.00000
-71.69280 -46.58080 0.00000
-72.58640 -47.24390 0.30000
-70.84500 -53.00330 6.00000
-67.61560 -54.93170 7.50000
-58.96420 -62.19970 11.80000
-68.90720 -22.49890 0.00000
-109.42700 -27.16060 6.20000
-70.79440 -33.39190 0.00000
-70.54780 -33.45440 0.00000
-78.83500 -33.63670 3.00000
-71.61420 -33.65500 0.00000
-72.42250 -37.40280 0.00000
-71.85250 -43.18890 4.80000
-71.80530 -43.61170 4.90000
-72.52890 -51.66720 0.60000
-70.32030 -53.18750 2.80000
-81.35800 13.35700 6.10000
-81.71700 12.58300 10.60000
-72.92600 11.52600 0.00000
-74.23100 11.12000 0.00000
-74.78100 10.89000 0.00000
-75.51300 10.44200 0.00000
-73.25000 10.43500 0.00000
-75.82600 8.82400 0.00000
-72.51200 7.92800 4.30000
-76.71600 7.81200 9.30000
-73.18500 7.12700 12.80000
-70.73700 7.06900 0.00000
-73.80700 7.02400 27.50000
-58.15000 6.80000 41.50000
-58.25000 6.50000 7.10000
-75.59100 6.22000 10.70000
-67.50000 6.16700 0.00000
-75.42300 6.16500 18.80000
-76.64100 5.69100 146.40000
-54.03300 5.50000 26.00000
-55.18800 5.45300 9.40000
-52.36700 4.83300 14.00000
-75.74000 4.81300 49.50000
-74.15000 4.70100 7.40000
-75.76600 4.45300 44.70000
-75.13300 4.42200 9.30000
-73.61400 4.16800 8.40000
-51.80000 3.88300 32.80000
-54.03300 3.63300 6.10000
-76.38300 3.55000 1.30000
-75.29400 2.95000 14.20000
-77.26700 1.41700 25.90000
-77.67200 0.86200 15.80000
-51.07200 0.05100 169.00000
-79.36700 0.01700 265.70000
-79.46700 -1.10000 190.50000
-48.47600 -1.37900 81.80000
-77.90000 -1.50000 226.20000
-52.20000 -3.20000 143.60000
-73.30000 -3.78300 122.90000
-49.72000 -3.78600 229.50000
-32.41700 -3.85000 0.00000
-79.20000 -4.03300 46.90000
-69.94300 -4.19300 108.60000
-42.81700 -5.05000 7.10000
-49.13800 -5.36900 255.20000
-78.48900 -7.13900 118.30000
-49.28000 -8.25000 161.40000
-35.78300 -9.51700 0.00000
-56.10000 -9.86700 151.60000
-66.11700 -11.00000 210.30000
-68.78000 -11.03000 135.70000
-69.22900 -12.61400 273.30000
-60.09800 -12.69400 87.40000
-64.66700 -13.06700 130.40000
-74.20400 -13.15500 65.80000
-64.11700 -13.33300 176.60000
-71.93900 -13.53600 61.90000
-65.43500 -13.76200 215.70000
-67.57000 -14.47000 269.00000
-64.91800 -14.81900 158.40000
-68.19200 -16.51300 62.10000
-43.91700 -19.83300 54.00000
-43.24400 -22.80900 59.80000
-46.65000 -23.61700 10.20000
-54.48700 -25.59600 55.10000
-56.52000 -30.40000 35.90000
-55.47600 -30.97500 18.80000
-57.96700 -31.43300 26.50000
-54.18300 -32.35000 3.40000
-56.51700 -32.80000 18.60000
-58.06700 -33.25000 0.50000
-56.50000 -33.35000 4.30000
-57.77100 -34.45600 34.80000
-54.30000 -34.48300 7.40000
-56.03100 -34.83800 0.00000
172.53200 -43.48900 1.60000
147.14500 -43.48920 10.60000
146.27100 -43.65780 21.20000
-176.56700 -43.95000 16.90000
168.33300 -46.41700 15.30000
51.85000 -46.43300 45.90000
37.86700 -46.88300 49.90000
70.25000 -49.35000 11.80000
166.30000 -50.48300 5.20000
-58.44700 -51.82300 12.70000
169.16700 -52.55000 38.90000
158.93700 -54.49900 45.90000
-68.29600 -54.84300 11.60000
-44.73300 -60.73300 16.20000
-58.88300 -62.18300 13.30000
-58.98300 -62.18300 9.00000
-58.63300 -62.23300 7.70000
-59.68300 -62.50000 11.70000
-56.68300 -63.31700 0.50000
-56.98300 -63.40000 13.20000
-64.08300 -64.76600 44.90000
93.01700 -66.55000 0.00000
77.95000 -68.58300 0.00000
76.38300 -69.38300 0.50000
11.83300 -70.76700 0.00000
106.86700 -78.45000 0.00000
